Fuel Type Code,Station Name,Street Address,Intersection Directions,City,State,ZIP,Plus4,Station Phone,Status Code,Expected Date,Groups With Access Code,Access Days Time,Cards Accepted,BD Blends,NG Fill Type Code,NG PSI,EV Level1 EVSE Num,EV Level2 EVSE Num,EV DC Fast Count,EV Other Info,EV Network,EV Network Web,Geocode Status,Latitude,Longitude,Date Last Confirmed,ID,Updated At,Owner Type Code,Federal Agency ID,Federal Agency Name,Open Date,Hydrogen Status Link,NG Vehicle Class,LPG Primary,E85 Blender Pump,EV Connector Types,Country,Intersection Directions (French),Access Days Time (French),BD Blends (French),Groups With Access Code (French),Hydrogen Is Retail,Access Code,Access Detail Code,Federal Agency Code,Facility Type,CNG Dispenser Num,CNG On-Site Renewable Source,CNG Total Compression Capacity,CNG Storage Capacity,LNG On-Site Renewable Source,E85 Other Ethanol Blends,EV Pricing,EV Pricing (French),LPG Nozzle Types,Hydrogen Pressures,Hydrogen Standards,CNG Fill Type Code,CNG PSI,CNG Vehicle Class,LNG Vehicle Class,EV On-Site Renewable Source
ELEC,Indian Rocks City Hall - 1,1507 Bay Palm Blvd,,Indian Rocks Beach,FL,33785,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,Greenlots,http://greenlots.com/,GPS,27.897738,-82.846042,4/21/2021,152303,2021-04-21 01:09:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Self-Help Credit Union - 1,667 W Orange Blossom Trail,,Apopka,FL,32712,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,Greenlots,http://greenlots.com/,GPS,28.681649,-81.523913,4/21/2021,152305,2021-04-21 01:09:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Beach Parking Sand Key - 1,1060 Gulf Blvd,,Clearwater,FL,33767,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,Greenlots,http://greenlots.com/,GPS,27.960598,-82.829639,4/21/2021,152306,2021-04-21 01:09:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GATOR HARLEY DCFAST HOG,1745 US-441,,Leesburg,FL,34748,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.816729,-81.845856,4/21/2021,152343,2021-04-21 00:24:03 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Hutchinson Shores,3793 NE Ocean Blvd.,,Jensen Beach,FL,34957,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,27.2512337,-80.1949166,4/21/2021,152379,2021-04-21 00:16:40 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,
ELEC,Kelly Recreation Complex,404 Imperial Blvd,,Lakeland,FL,33803,,855-900-7584,E,,Public,24 hours daily,,,,,,2,,,Greenlots,http://greenlots.com/,200-9,28.001572,-81.960788,4/21/2021,152422,2021-04-21 01:09:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,SIMON ST JOHNS TOWN 2,4720 Town Crossing Dr,,Jacksonville,FL,32246,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.257019,-81.527319,4/21/2021,152471,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,801 HEATHROW EV CHARGER 02,801 International Pkwy,,Lake Mary,FL,32746,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.776426,-81.35667,4/21/2021,152550,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,7940 West Irlo Bronson Memorial Highway,,Kissimmee,FL,34747,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,28.3456,-81.6048,8/10/2020,152626,2021-03-11 23:22:17 UTC,P,,,1/20/2020,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Dania Beach Public Parking,49 Park Ave E,"1st floor of Parking Garage on the 
Interior Eastern Wall.
",Dania Beach,FL,33004,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,26.0517,-80.1446,4/20/2021,152880,2021-04-20 01:07:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.49 per kWh,,,,,,,,,
ELEC,Omni CG Self Park - 1,1500 Masters Blvd,,ChampionsGate,FL,33896,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,Greenlots,http://greenlots.com/,GPS,28.261618,-81.62595,4/21/2021,152894,2021-04-21 01:09:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,GreenWise Market at Lakeside Centre,8210 Glades Rd,,Boca Raton,FL,33434,,561-852-8172,E,,Public,Store business hours; customer use only while shopping at Publix,,,,,,2,,,Non-Networked,,GPS,26.366934,-80.172134,2/15/2021,152992,2021-03-11 23:22:17 UTC,P,,,12/12/2019,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,
ELEC,Publix #1659,4747 S Florida Ave Ste 110,,Lakeland,FL,33813,,863-413-0730,E,,Public,Store business hours; customer use only while shopping at Publix,,,,,,2,,,Non-Networked,,GPS,27.978539,-81.95939,2/15/2021,152993,2021-03-11 23:22:17 UTC,P,,,12/12/2019,,,,,J1772,US,,,,Public,,public,,,PARKING_LOT,,,,,,,Free,,,,,,,,,
ELEC,Rodeway Inn & Suites,2440 State Road 84,,Ft. Lauderdale,FL,33312,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,26.0868,-80.1737,4/20/2021,153035,2021-04-20 01:07:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.49 per kWh,,,,,,,,,
ELEC,42nd Street Garage,4166 Royal Palm Avenue,,Miami Beach,FL,33140,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,25.8144,-80.1287,4/20/2021,153038,2021-04-20 01:07:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.49 per kWh,,,,,,,,,
ELEC,Bainbridge Winter Park location,Morgan Stanley Ave,,Winter Park,FL,32789,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,28.607677,-81.3673109,4/21/2021,153042,2021-04-21 00:16:40 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,
ELEC,Artsquare Hallandale location,401 N Federal Hwy,,Hallandale Beach,FL,33009,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,25.9894641,-80.143934,4/21/2021,153043,2021-04-21 00:16:40 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00/kWh Energy Fee,,,,,,,,,
ELEC,"Walmart - Marketplace, Pine Island",4000 NW 88th Ave,,Hollywood,FL,33024,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,26.043528,-80.258975,4/20/2021,153085,2021-04-20 01:07:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.49 per kWh,,,,,,,,,
ELEC,The Standard GNV,1360 West University Avenue,,Gainesville,FL,32603,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,6,,,SemaCharge Network,https://semaconnect.com/,GPS,29.6526104,-82.339802,4/21/2021,153086,2021-04-21 00:16:40 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,
ELEC,UNIV OF FLORIDA GARAGE 14 LVL 6,1104 Gale Lemerand Dr Garage 14,,Gainesville,FL,32603,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,29.642027,-82.35076,4/21/2021,153185,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,DECORUM STATION 7,9851 6 Mile Cypress Pkwy,,Fort Myers,FL,33966,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.599981,-81.809456,4/21/2021,153186,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,195 Beach Dr NE DCFC,195 Beach Dr NE,,St Petersburg,FL,33701,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,27.77332,-82.63275,4/21/2021,153203,2021-04-21 01:09:02 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Baptist Medical Center Jacksonville - Visitors Garage,14550 St Augustine Rd,"Chargers are for Visitors only.
",Jacksonville,FL,32258,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,30.139456,-81.534162,4/20/2021,153215,2021-04-20 01:07:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.15 per 30 minutes,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,6971 SW 24th Street,,Miami,FL,33155,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,25.7485,-80.308,8/10/2020,153253,2021-03-11 23:22:17 UTC,P,,,1/20/2020,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Dunedin Public Library DCFC,223 Douglas Ave,,Dunedin,FL,34698,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,28.002439,-82.78724,4/21/2021,153272,2021-04-21 01:09:02 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Diamonds By Raymond Lee,2801 N Federal Hwy,,Boca Raton,FL,33431,,561-750-6744,E,,Public,24 hours daily,,,,,,2,,,Non-Networked,,200-9,26.375974,-80.076866,2/6/2020,153293,2021-03-11 23:22:17 UTC,P,,,9/30/2019,,,,,J1772,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,Free,,,,,,,,,
ELEC,WHOLE FOODS MKT DELRAY BEACH 1,660 Linton Blvd,,Delray Beach,FL,33444,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.439084,-80.079892,4/21/2021,153306,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,WHOLE FOODS MKT DELRAY BEACH 2,680 Linton Blvd,,Delray Beach,FL,33444,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.438887,-80.079619,4/21/2021,153307,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,HIE APOPKA STATION 1,238 S Line Dr,,Apopka,FL,32703,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,28.674099,-81.460263,4/21/2021,153505,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,City Hall Garage,1755 Meridian Avenue,"Chargers are located on the 2nd floor
",Miami Beach,FL,33139,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,1,,,Blink Network,http://www.blinkcharging.com/,GPS,25.792776,-80.135758,4/20/2021,153674,2021-04-20 01:07:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.49 per kWh,,,,,,,,,
ELEC,LARGO STATION WATERCHASE APT1,401 Rosery Rd NE,,Largo,FL,33770,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.926783,-82.781769,4/21/2021,153684,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,UPOINTE UP 3,6325 Robert Ln,,Davie,FL,33314,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.063953,-80.230636,4/21/2021,153693,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Cite Condo,2000 North Bayshore Drive,,Miami,FL,33137,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,4,,,Blink Network,http://www.blinkcharging.com/,GPS,25.795709,-80.18842,4/20/2021,153735,2021-04-20 01:07:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.49 per kWh,,,,,,,,,
ELEC,Beaches Dermatology location,614 East Twincourt Trail,,St Augustine,FL,32095,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,29.9870958,-81.4534139,4/21/2021,153737,2021-04-21 00:16:40 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$2.00-$5.00/Hr Variable Parking Fee,,,,,,,,,
ELEC,Miccosukee Service Plaza - Tesla Supercharger,47801 West State Road 84,,Ochopee,FL,34141,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,12,,Tesla,http://www.teslamotors.com/supercharger,GPS,26.174345,-80.8557,8/10/2020,153883,2021-03-11 23:22:17 UTC,P,,,2/21/2020,,,,,TESLA,US,,,,Public,,public,,,REST_STOP,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,26508 US Highway 19 North,,Clearwater,FL,33761,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,28.012997,-82.7362,8/10/2020,153884,2021-03-11 23:22:17 UTC,P,,,2/21/2020,,,,,TESLA,US,,,,Public,,public,,,SHOPPING_CENTER,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Corp Office DCFC,7007 Sea Harbor Dr,,Orlando,FL,32821,,855-900-7584,E,,Public,24 hours daily,,,,,,,1,,Greenlots,http://greenlots.com/,GPS,28.414821,-81.46285,4/21/2021,153895,2021-04-21 01:09:02 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Third Floor Stations,"848 Brickell Key Drive
Suite 503",,Miami,FL,33131,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,25.7692838,-80.1837141,4/21/2021,153943,2021-04-21 00:16:40 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,
ELEC,Schmidt Parking Garage First Floor,800 Meadows Road,,Boca Raton,FL,33486,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,8,,,SemaCharge Network,https://semaconnect.com/,GPS,26.3585783,-80.1022013,4/21/2021,153959,2021-04-21 00:16:40 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,
ELEC,DMS KNOTT BUILDING,111 West St. Augustine Road,,Tallahassee,FL,32399,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,30.436964,-84.28231,4/21/2021,154009,2021-04-21 00:24:03 UTC,,,,,,,,,CHADEMO J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,SARASOTA PARK SAINTARMDCFAST,57 N Adams Dr,,Sarasota,FL,34236,,888-758-4389,E,,Public,24 hours daily,,,,,,,1,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.31996,-82.576558,4/21/2021,154012,2021-04-21 00:24:03 UTC,,,,,,,,,J1772COMBO,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF TAMPA CONV CENTER 1,200 S Ashley Street,,Tampa,FL,33602,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.942638,-82.456822,4/21/2021,154014,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,CITY OF TAMPA S REGIONAL 1,301 Channelside Dr,,Tampa,FL,33602,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,27.9425,-82.454176,4/21/2021,154015,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,KUA Minh Son Charger,1701 W Carroll Street,,Kissimmee,FL,34741,,855-900-7584,E,,Public,24 hours daily,,,,,,1,,,Greenlots,http://greenlots.com/,GPS,28.329088,-81.421134,4/21/2021,154107,2021-04-21 01:09:02 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Schmidt Parking Garage Second Floor,800 Meadows Road,,Boca Raton,FL,33486,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,6,,,SemaCharge Network,https://semaconnect.com/,GPS,26.3585783,-80.1022013,4/21/2021,154133,2021-04-21 00:16:40 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,
ELEC,Schmidt Parking Garage Third Floor,800 Meadows Road,,Boca Raton,FL,33486,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,6,,,SemaCharge Network,https://semaconnect.com/,GPS,26.3585783,-80.1022013,4/21/2021,154134,2021-04-21 00:16:40 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,
ELEC,Schmidt Parking Garage Fourth Floor,800 Meadows Road,,Boca Raton,FL,33486,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,4,,,SemaCharge Network,https://semaconnect.com/,GPS,26.3585783,-80.1022013,4/21/2021,154135,2021-04-21 00:16:40 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,FREE,,,,,,,,,
ELEC,ACTIVITY CENTER CVE ACTIVITY,3501 West Drive,,Deerfield Beach,FL,33442,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,26.31116,-80.1524,4/21/2021,154165,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,NORTH TOWER STATION 5,100 NW 6 St,,Miami,FL,33136,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,25.779761,-80.195521,4/21/2021,154166,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,20 SW 12th Avenue,,Deerfield Beach,FL,33442,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,26.317576,-80.1194,8/10/2020,154205,2021-03-11 23:22:17 UTC,P,,,2/28/2020,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,Residences by Armani Casa,18975 Collins Ave,"Parking Level 1 and 2
",Sunny Isles Beach,FL,33160,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,20,,,Blink Network,http://www.blinkcharging.com/,GPS,25.9517,-80.12,4/20/2021,154270,2021-04-20 01:07:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.49 per kWh,,,,,,,,,
ELEC,501 Magnolia,501 North Magnolia Avenue,,Orlando,FL,32801,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,1,,,SemaCharge Network,https://semaconnect.com/,GPS,28.5495879,-81.3764593,4/21/2021,154382,2021-04-21 00:16:40 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$0.12/kWh Variable Energy Fee,,,,,,,,,
ELEC,SEFC LEGACY SEFC,200 S Biscayne Blvd,,Miami,FL,33131,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,25.772173,-80.188143,4/21/2021,154387,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,WHOLE FOODS MKT DADE ST1,7856 SW 104th St,,Miami,FL,33156,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,25.673642,-80.322938,4/21/2021,154450,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,OBE POWER HYDE BEACH HOUS,4010 S Ocean Dr,,Hollywood,FL,33019,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,25.986968,-80.120627,4/21/2021,154513,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Blue Heron Living,Salt Meadow Circle,,Bradenton,FL,34208,,800-663-5633,E,,Public,MO: Not Specified; TU: Not Specified; WE: Not Specified; TH: Not Specified; FR: Not Specified; SA: Not Specified; SU: Not Specified,,,,,,2,,,SemaCharge Network,https://semaconnect.com/,GPS,27.4999692,-82.5002836,4/21/2021,154614,2021-04-21 00:16:40 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,$0.00-$5.00/Hr Variable Parking Fee,,,,,,,,,
ELEC,Wawa - Tesla Supercharger,9050 20th Street,,Vero Beach,FL,32966,,877-798-3752,E,,Public,24 hours daily; for Tesla use only,,,,,,,8,,Tesla,http://www.teslamotors.com/supercharger,GPS,27.640197,-80.5135,8/10/2020,154657,2021-03-11 23:22:17 UTC,P,,,3/20/2020,,,,,TESLA,US,,,,Public,,public,,,CONVENIENCE_STORE,,,,,,,$0.28 per kWh; $0.26 per minute above 60 kW and $0.13 per minute at or below 60 kW,,,,,,,,,
ELEC,CHARGERPOINT1 STATION 1,9100 N Kendall Dr,,Miami,FL,33176,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,25.687086,-80.342515,4/21/2021,154722,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,THE HENRY STATION 2,4135 Laguna St,,Coral Gables,FL,33146,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,25.733434,-80.261019,4/21/2021,154813,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,THEGROVE THEGROVE,12280 Miramar Blvd,,Miramar,FL,33025,,888-758-4389,E,,Public,24 hours daily,,,,,,2,,,ChargePoint Network,http://www.chargepoint.com/,GPS,25.981674,-80.310311,4/21/2021,154841,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,THE HENRY STATION 1,4061 Laguna St,,Coral Gables,FL,33146,,888-758-4389,E,,Public,24 hours daily,,,,,,1,,,ChargePoint Network,http://www.chargepoint.com/,GPS,25.734036,-80.261056,4/21/2021,154842,2021-04-21 00:24:03 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,,,,,,,,,,
ELEC,Jarrett-Scott Ford,2000 E Baker St,,Plant City,FL,33563,,813-752-4171,E,,Public,8am-7pm daily,,,,,,1,,,Non-Networked,,200-9,28.018998,-82.105424,4/8/2020,155102,2021-03-11 23:22:17 UTC,P,,,12/1/2018,,,,,J1772,US,,,,Public,,public,,,CAR_DEALER,,,,,,,Free,,,,,,,,,
ELEC,Integra Cove,6801 Integra Cove Blvd,,Orlando,FL,32821,,888-998-2546,E,,Public,MON: 24 hours | TUE: 24 hours | WED: 24 hours | THU: 24 hours | FRI: 24 hours | SAT: 24 hours | SUN: 24 hours,,,,,,2,,,Blink Network,http://www.blinkcharging.com/,GPS,28.407818,-81.473306,4/20/2021,155131,2021-04-20 01:07:27 UTC,,,,,,,,,J1772,US,,,,Public,,public,,,,,,,,,,Level 2: $0.49 per kWh,,,,,,,,,
